cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,"Subtotal operating expenses, excluding depreciation, plus interest expense",2019,19736153197,Air,18584473382,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,"Subtotal operating expenses, excluding depreciation, plus interest expense",2020,19089845931,Air,17894493749,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,"Subtotal operating expenses, excluding depreciation, plus interest expense",2021,18214166091,Air,15702814903,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,"Subtotal operating expenses, excluding depreciation, plus interest expense",2022,20145000697,Air,15807935510,Actual,129.519
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2010,3281502577,Air,3760129455,Actual,89.756
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2011,3216409000,Air,3526802925,Actual,92.191
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2012,3143868609,Air,3320695652,Actual,92.944
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2013,3653396193,Air,3771637013,Actual,94.354
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2014,3259375154,Air,3321453113,Actual,96.197
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2015,3141192731,Air,3229852173,Actual,97.039
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2016,3127585803,Air,3217482257,Actual,97.996
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2017,3291806198,Air,3291806198,Actual,100
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2018,3110000000,Air,2975592487,Actual,102.965
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2019,3466815069,Air,3264513187,Actual,104.87
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2020,6896894124,Air,6465030112,Actual,105.425
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2021,3292280000,Air,2838343693,Actual,108.67
Transfer,-,-,Trust Fund,-,Federal,AATF expenditures for Grants in Aid for Airports,2022,3026640000,Air,2375027465,Actual,114.265
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2010,600497423,Air,688083582.2,Actual,89.756
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2011,42591000,Air,46701169.97,Actual,92.191
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2012,0,Air,0,Actual,92.944
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2013,0,Air,0,Actual,94.354
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2014,0,Air,0,Actual,96.197
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2015,0,Air,0,Actual,97.039
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2016,0,Air,0,Actual,97.996
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2017,0,Air,0,Actual,100
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2018,926000000,Air,885980271.2,Actual,102.965
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2019,336184931,Air,316567258,Actual,104.87
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2020,0,Air,0,Actual,105.425
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2021,5370720000,Air,4630210444,Actual,108.67
Transfer,-,-,Non-Trust Fund,-,Federal,FAA general fund outlays for grant programs,2022,5293360000,Air,4153739917,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2010,2669000000,Railroads,3058289695,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2011,2429000000,Railroads,2663406397,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2012,2295000000,Railroads,2424082387,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2013,2467000000,Railroads,2546843545,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2014,2813000000,Railroads,2866576311,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2015,2723000000,Railroads,2799856049,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2016,3765000000,Railroads,3873217703,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2017,4601000000,Railroads,4601000000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2018,2450000000,Railroads,2344116268,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2019,2262000000,Railroads,2130003672,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2020,3344000000,Railroads,3134608174,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2021,5054000000,Railroads,4357159484,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for FRA,2022,2759000000,Railroads,2165008318,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2010,29000000,Railroads,33229824.34,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2011,28000000,Railroads,30702091.03,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2012,28000000,Railroads,29574861.37,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2013,28000000,Railroads,28906209.67,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2014,28000000,Railroads,28533287.14,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2015,30000000,Railroads,30846743.1,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2016,32000000,Railroads,32919778.61,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2017,32000000,Railroads,32000000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2018,32000000,Railroads,30617028.81,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2019,33000000,Railroads,31074324.13,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2020,37000000,Railroads,34683164.6,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2021,33000000,Railroads,28449992.67,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,General funds for Surface Transportation Board,2022,37000000,Railroads,29034181.86,Actual,114.265
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2010,1799600000,Railroads,2062082479,Actual,87.271
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2011,1960900000,Railroads,2150133225,Actual,91.199
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2012,2090200000,Railroads,2207763401,Actual,94.675
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2013,2179600000,Railroads,2250141950,Actual,96.865
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2014,2273000000,Railroads,2316291488,Actual,98.131
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2015,2255900000,Railroads,2319572258,Actual,97.255
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2016,2268400000,Railroads,2333600807,Actual,97.206
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2017,2319900000,Railroads,2319900000,Actual,100
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2018,2347900000,Railroads,2246428811,Actual,104.517
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2019,2432400000,Railroads,2290460182,Actual,106.197
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2020,1269800000,Railroads,1190288714,Actual,106.68
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2021,895700000,Railroads,772201770.8,Actual,115.993
Revenue,Own,User-Based,Non-Trust Fund,-,Amtrak,Amtrak user based revenue,2022,1812900000,Railroads,1422596441,Actual,127.436
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2010,713784000,Railroads,817893687.5,Actual,87.271
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2011,745851000,Railroads,817828046.4,Actual,91.199
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2012,786630000,Railroads,830874042.8,Actual,94.675
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2013,811200000,Railroads,837454188.8,Actual,96.865
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2014,962600000,Railroads,980933649.9,Actual,98.131
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2015,955100000,Railroads,982057477.8,Actual,97.255
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2016,972200000,Railroads,1000144024,Actual,97.206
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2017,985800000,Railroads,985800000,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2018,1038800000,Railroads,993905297.7,Actual,104.517
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2019,1071100000,Railroads,1008597230,Actual,106.197
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2020,1160900000,Railroads,1088207724,Actual,106.68
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2021,1168800000,Railroads,1007647013,Actual,115.993
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak other earned revenue,2022,1184600000,Railroads,929564644.2,Actual,127.436
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2010,100901000,Railroads,115618017.4,Actual,87.271
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2011,93260000,Railroads,102259893.2,Actual,91.199
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2012,80444000,Railroads,84968576.71,Actual,94.675
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2013,62200000,Railroads,64213080.06,Actual,96.865
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2014,34600000,Railroads,35258990.53,Actual,98.131
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2015,62100000,Railroads,63852758.21,Actual,97.255
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2016,58000000,Railroads,59667098.74,Actual,97.206
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2017,61900000,Railroads,61900000,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2018,18100000,Railroads,17317756.92,Actual,104.517
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2019,18800000,Railroads,17702948.29,Actual,106.197
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2020,45200000,Railroads,42369703.79,Actual,106.68
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2021,-23100000,Railroads,-19914994.87,Actual,115.993
Revenue,Own,Other,Non-Trust Fund,-,Amtrak,Amtrak net interest income (expense),2022,2400000,Railroads,1883298.283,Actual,127.436
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2010,244000000,Railroads,279588866.9,Actual,89.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2011,243000000,Railroads,266450290,Actual,92.191
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2012,338000000,Railroads,357010826.5,Actual,92.944
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2013,316000000,Railroads,326227223.5,Actual,94.354
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2014,304000000,Railroads,309789974.6,Actual,96.197
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2015,304000000,Railroads,312580330.1,Actual,97.039
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2016,245000000,Railroads,252042055,Actual,97.996
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2017,264000000,Railroads,264000000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2018,340000000,Railroads,325305931.1,Actual,102.965
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2019,266000000,Railroads,250477885.4,Actual,104.87
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2020,269000000,Railroads,252155980.5,Actual,105.425
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2021,282000000,Railroads,243118119.2,Actual,108.67
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FRA direct expenditures (O&M),2022,298000000,Railroads,233842870.1,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2010,34000000,Railroads,38959104.4,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2011,323000000,Railroads,354170550.1,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2012,536000000,Railroads,566147346.2,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2013,787000000,Railroads,812470964.7,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2014,1146000000,Railroads,1167826681,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2015,1124000000,Railroads,1155724641,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2016,2109000000,Railroads,2169619159,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2017,2582000000,Railroads,2582000000,Actual,100
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2018,118000000,Railroads,112900293.7,Actual,104.756
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2019,63000000,Railroads,59323709.71,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2020,63000000,Railroads,59055118.11,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2021,81000000,Railroads,69831800.19,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Capital,State and local,State and local expenditures of federal grants,2022,134000000,Railroads,105150820.8,Actual,129.519
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2010,3262925000,Railroads,3738842227,Actual,87.271
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2011,3504569000,Railroads,3842771302,Actual,91.199
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2012,3489055000,Railroads,3685297069,Actual,94.675
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2013,3643400000,Railroads,3761317297,Actual,96.865
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2014,3657800000,Railroads,3727466346,Actual,98.131
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2015,3724200000,Railroads,3829314688,Actual,97.255
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2016,3597000000,Railroads,3700388865,Actual,97.206
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2017,3589200000,Railroads,3589200000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2018,3583200000,Railroads,3428341801,Actual,104.517
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2019,3687400000,Railroads,3472226146,Actual,106.197
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2020,3373200000,Railroads,3161979753,Actual,106.68
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2021,3295200000,Railroads,2840861086,Actual,115.993
Expenditure,-,-,Non-Trust Fund,Non-Capital,Amtrak,Amtrak operating expenditures,2022,4103800000,Railroads,3220283123,Actual,127.436
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2010,1429300000,Railroads,1637771998,Actual,87.271
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2011,1694500000,Railroads,1858024759,Actual,91.199
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2012,1024700000,Railroads,1082334302,Actual,94.675
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2013,1138600000,Railroads,1175450369,Actual,96.865
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2014,1207700000,Railroads,1230701817,Actual,98.131
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2015,1315400000,Railroads,1352526862,Actual,97.255
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2016,1596000000,Railroads,1641873958,Actual,97.206
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2017,1915900000,Railroads,1915900000,Actual,100
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2018,1466900000,Railroads,1403503736,Actual,104.517
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2019,1425300000,Railroads,1342128309,Actual,106.197
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2020,1773200000,Railroads,1662167229,Actual,106.68
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2021,2048300000,Railroads,1765882424,Actual,115.993
Expenditure,-,-,Non-Trust Fund,Capital,Amtrak,Amtrak capital expenditures,2022,2033700000,Railroads,1595859883,Actual,127.436
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2010,2411900000,Railroads,2763690115,Actual,89.756
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2011,1933500000,Railroads,2120089036,Actual,92.191
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2012,1771500000,Railroads,1871138104,Actual,92.944
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2013,1300000000,Railroads,1342074021,Actual,94.354
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2014,1200000000,Railroads,1222855163,Actual,96.197
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2015,1084400000,Railroads,1115006941,Actual,97.039
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2016,1364500000,Railroads,1403719935,Actual,97.996
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2017,1480500000,Railroads,1480500000,Actual,100
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2018,1924900000,Railroads,1841709961,Actual,102.965
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2019,1924900000,Railroads,1812574743,Actual,104.87
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2020,3001000000,Railroads,2813085864,Actual,105.425
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2021,4679000000,Railroads,4033864112,Actual,108.67
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to Amtrak,2022,2318700000,Railroads,1819501554,Actual,114.265
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2010,34000000,Railroads,38959104.4,Actual,89.756
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2011,323000000,Railroads,354170550.1,Actual,92.191
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2012,536000000,Railroads,566147346.2,Actual,92.944
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2013,787000000,Railroads,812470964.7,Actual,94.354
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2014,1146000000,Railroads,1167826681,Actual,96.197
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2015,1124000000,Railroads,1155724641,Actual,97.039
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2016,2109000000,Railroads,2169619159,Actual,97.996
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2017,2582000000,Railroads,2582000000,Actual,100
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2018,118000000,Railroads,112900293.7,Actual,102.965
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2019,63000000,Railroads,59323709.71,Actual,104.87
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2020,63000000,Railroads,59055118.11,Actual,105.425
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2021,81000000,Railroads,69831800.19,Actual,108.67
Transfer,-,-,Non-Trust Fund,-,Federal,Federal grants to state and local entities,2022,134000000,Railroads,105150820.8,Actual,114.265
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2010,1298686485,Water,1488107716,Actual,89.756
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2011,1599208213,Water,1753537005,Actual,92.191
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2012,1586895321,Water,1676150326,Actual,92.944
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2013,1696017772,Water,1750908762,Actual,94.354
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2014,1576295785,Water,1606317866,Actual,96.197
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2015,1492016315,Water,1534128132,Actual,97.039
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2016,1387177893,Water,1427049661,Actual,97.996
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2017,1474154354,Water,1474154354,Actual,100
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2018,1657654517,Water,1586014253,Actual,102.965
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2019,1769776536,Water,1666503325,Actual,104.87
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2020,1449292339,Water,1358541750,Actual,105.425
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2021,1617585759,Water,1394554636,Actual,108.67
Revenue,Own,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2022,1970946817,Water,1546616982,Actual,114.265
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2010,74076203,Water,84880662.53,Actual,89.756
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2011,84002574,Water,92109095.49,Actual,92.191
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2012,89282940,Water,94304663.32,Actual,92.944
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2013,75153190,Water,77585495.28,Actual,94.354
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2014,81751065,Water,83308093.26,Actual,96.197
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2015,97900331,Water,100663545.3,Actual,97.039
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2016,111127453,Water,114321598.5,Actual,97.996
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2017,114404428,Water,114404428,Actual,100
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2018,116810991,Water,111762671.1,Actual,102.965
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2019,121244963,Water,114169857,Actual,104.87
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2020,112376906,Water,105340181.9,Actual,105.425
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2021,127186636,Water,109650268.6,Actual,108.67
Revenue,Own,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2022,125446203,Water,98438591.14,Actual,114.265
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2010,3880871000,Water,4446919366,Actual,86.838
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2011,4160159000,Water,4561627869,Actual,91.006
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2012,4384494000,Water,4631100079,Actual,94.939
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2013,4550835000,Water,4698121096,Actual,97.257
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2014,4829594000,Water,4921578298,Actual,98.431
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2015,5251895000,Water,5400128528,Actual,97.288
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2016,5257423000,Water,5408537539,Actual,97.085
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2017,5759222000,Water,5759222000,Actual,100
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2018,5983207000,Water,5724625659,Actual,104.756
