Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
02/23/2024,FORD,4D,,GRY,AK75541,IL,400 E. Lower Wacker,(312) 744-7550,0297731
03/13/2024,,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2966313
04/10/2024,CHRY,4D,,BLK,AK87255,IL,10300 S. Doty,(773) 568-8495,2967900
03/13/2024,MERC,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2966319
05/19/2024,NISS,4D,,BLK,KSY9267,NY,10300 S. Doty,(773) 568-8495,2969406
05/19/2024,HYUN,4T,,MAR,DV12256,IL,701 N. Sacramento,(773) 265-7605,7091162
04/10/2024,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 785-9752,1726176
04/26/2024,CHEV,PK,TK,WHI,,,10300 S. Doty,(773) 568-8495,2968536
05/19/2024,CHEV,4T,,GRY,ED53801,IL,701 N. Sacramento,(773) 265-7605,7091167
03/05/2024,BMW,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2965765
03/02/2024,HOND,4D,,BLU,H125779,IL,400 E. Lower Wacker,(312) 744-7550,0298208
05/15/2024,FORD,4D,,WHI,621Y55,NV,400 E. Lower Wacker,(312) 744-7550,0302960
04/20/2024,HOND,LL,,BLK,AF58836,IL,701 N. Sacramento,(773) 265-7605,7088951
05/04/2024,HOND,2D,,BLK,EA20860,IL,10300 S. Doty,(773) 568-8495,2968842
05/19/2024,CHEV,4D,,BLK,DR59291,IL,10300 S. Doty,(773) 568-8495,2969407
05/15/2024,KIA,SW,,GRY,DX32404,IL,701 N. Sacramento,(773) 265-7605,7090794
04/20/2024,JEEP,LL,,GRY,EJ93085,IL,701 N. Sacramento,(773) 265-7605,7088954
03/02/2024,JEEP,,TK,GRY,,IL,701 N. Sacramento,(773) 265-7605,7084280
05/07/2024,MAZD,4D,,SIL,ZV31707,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416445
04/10/2024,DODG,LL,,BLU,DF79115,IL,10300 S. Doty,(773) 785-9752,1726175
05/01/2024,CHEV,LL,,BGE,DQ47819,IL,10300 S. Doty,(773) 568-8495,2968647
05/01/2024,VOLK,4D,,GRY,DZ76885,IL,10300 S. Doty,(773) 568-8495,2968648
04/06/2024,KIA,4D,,WHI,R942098,IL,701 N. Sacramento,(773) 265-7605,7088089
04/20/2024,JEEP,LL,,WHI,BR14PS,FL,701 N. Sacramento,(773) 265-7605,7088953
03/15/2024,DODG,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2966409
03/15/2024,OTTE,HH,,WHI,2613200,ME,10300 S. Doty,(773) 785-9752,1726063
04/17/2024,HUMB,LL,,BLK,6505489,IL,10300 S. Doty,(773) 568-8495,2968141
04/17/2024,HYUN,4T,,BLU,EC65740,IL,701 N. Sacramento,(773) 265-7605,7088755
05/19/2024,CHEV,4T,,MAR,DF68662,IL,701 N. Sacramento,(773) 265-7605,7091168
03/12/2024,FORD,LL,,TAN,EL99141,IL,701 N. Sacramento,(773) 265-7605,7085461
03/15/2024,LEXS,4D,,BLK,DU81018,IL,701 N. Sacramento,(773) 265-7605,7085786
04/26/2024,HOND,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2968538
05/14/2024,NISS,LL,,RED,CT58390,IL,701 N. Sacramento,(773) 265-7605,7090793
05/15/2024,FORD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7090796
03/07/2024,CHEV,LL,,TAN,3139026B,IL,10300 S. Doty,(773) 568-8495,2965911
03/23/2024,TOYT,4D,,BLK,A0CMA4,AL,10300 S. Doty,(773) 568-8495,2966999
05/19/2024,HYUN,4T,,SIL,EJ71348,IL,10300 S. Doty,(773) 568-8495,2969408
04/26/2024,PONT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2968535
03/29/2024,CHEV,LL,,WHI,DT58448,IL,701 N. Sacramento,(773) 265-1846,1547194
03/09/2024,KIA,4T,,BLK,DA96883,IL,701 N. Sacramento,(773) 265-7605,7085018
04/20/2024,CHEV,4T,,BLK,DU29534,IL,701 N. Sacramento,(773) 265-7605,7088952
05/22/2024,KIA,4D,,GRY,DJ11690,IL,701 N. Sacramento,(773) 265-7605,7091292
05/22/2024,TOYT,4T,,MAR,DV80621,IL,701 N. Sacramento,(773) 265-7605,7091291
03/28/2024,CHEV,LL,,SIL,DR86121,IL,701 N. Sacramento,(773) 265-7605,7087238
05/22/2024,JEEP,LL,,ONG,BZ29707,IL,701 N. Sacramento,(773) 265-7605,7091290
05/22/2024,FORD,4T,,LBL,CK15553,IL,701 N. Sacramento,(773) 265-7605,7091293
05/22/2024,JEEP,4D,,BLK,DU24130,IL,10300 S. Doty,(773) 568-8495,2969515
05/22/2024,CHEV,4D,,BLK,DR27037,IL,10300 S. Doty,(773) 568-8495,2969516
05/22/2024,NISS,4T,,WHI,BZ64351,IL,701 N. Sacramento,(773) 265-7605,7091300
05/22/2024,FORD,LL,,WHI,EB35881,IL,701 N. Sacramento,(773) 265-7605,7091297
05/22/2024,CHRY,4T,,MAR,DB80967,IL,701 N. Sacramento,(773) 265-7605,7091296
05/22/2024,HOND,4T,,GRY,DE13665,IL,701 N. Sacramento,(773) 265-7605,7091299
04/24/2024,HOND,LL,,SIL,EM94478,IL,10300 S. Doty,(773) 568-8495,2968450
03/23/2024,NISS,4D,,BLK,932AB181,IL,10300 S. Doty,(773) 568-8495,2966960
04/17/2024,MASE,4D,,DBL,MYU881,SC,10300 S. Doty,(773) 568-8495,2968148
03/27/2024,HOND,VN,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7087196
02/23/2024,TOYT,LL,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1547015
04/06/2024,CADI,4D,,GRY,DL77351,IL,701 N. Sacramento,(773) 265-7605,7088079
03/24/2024,TOYT,LL,,GRY,BM75705,IL,701 N. Sacramento,(773) 265-7605,7086949
02/29/2024,PONT,2D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1547036
03/02/2024,SUBA,4H,,BLK,Q725328,IL,400 E. Lower Wacker,(312) 744-7550,0298211
04/03/2024,SUZI,LL,,GLD,2196881,IL,701 N. Sacramento,(773) 265-1846,1547215
05/12/2024,GMC,LL,TK,SIL,DB95706,IL,10300 S. Doty,(773) 568-8495,2969095
04/08/2024,FORD,4D,,WHI,R753048,IN,701 N. Sacramento,(773) 265-7605,7088246
05/22/2024,CHEV,4T,,SIL,CY29751,IL,701 N. Sacramento,(773) 265-7605,7091294
03/07/2024,DODG,VN,,BLU,AYZ2293,IL,10300 S. Doty,(773) 568-8495,2965908
03/07/2024,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2965909
05/22/2024,TOYT,4T,,BLK,DN25112,IL,701 N. Sacramento,(773) 265-7605,7091286
02/29/2024,LEXS,4D,,GRY,DT74046,IL,701 N. Sacramento,(773) 265-1846,1547033
02/29/2024,JEEP,LL,,BLK,BA27493,IL,701 N. Sacramento,(773) 265-1846,1547034
05/22/2024,VOLV,4T,,WHI,DQ91538,IL,701 N. Sacramento,(773) 265-7605,7091301
04/26/2024,JEEP,4D,,GRY,MV8090,WI,10300 S. Doty,(773) 568-8495,2968539
03/15/2024,JEEP,LL,,GRY,ASH8669,WI,400 E. Lower Wacker,(312) 744-7550,0299071
05/22/2024,CADI,4T,,BLK,DM13544,IL,701 N. Sacramento,(773) 265-7605,7091302
05/14/2024,CHEV,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,7090792
05/07/2024,BUIC,4D,,RED,DY35003,IL,701 N. Sacramento,(773) 265-7605,7090295
04/20/2024,SCIO,4T,,CRM,BY12873,IL,701 N. Sacramento,(773) 265-7605,7088957
03/25/2024,HOND,LL,CRV,TAN,DP88163,IL,701 N. Sacramento,(773) 265-7605,7087004
03/26/2024,NISS,4D,,TAN,06ULQW,MO,400 E. Lower Wacker,(312) 744-7550,0299753
03/30/2024,HOND,VN,,WHI,DP19010,IL,701 N. Sacramento,(773) 265-7605,7087563
05/07/2024,ZCZY,LL,,WHI,138191H,IL,10300 S. Doty,(773) 785-9752,1726313
03/13/2024,HOND,LL,,BLK,DA88829,IL,701 N. Sacramento,(773) 265-7605,7085585
03/13/2024,LEXS,2D,,RED,DR96847,IL,701 N. Sacramento,(773) 265-7605,7085588
03/30/2024,TOYT,VN,TK,BLU,,,701 N. Sacramento,(773) 265-7605,7087571
05/07/2024,NISS,LL,,WHI,CU97854,IL,400 E. Lower Wacker,(312) 744-7550,0302442
05/07/2024,NISS,4D,,RED,DU86914,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416447
03/23/2024,FORD,4D,,RED,DX24482,IL,701 N. Sacramento,(773) 265-7605,7086665
05/12/2024,HYUN,4D,,GRY,EQ18349,IL,701 N. Sacramento,(773) 265-7605,7090668
04/14/2024,MERZ,4D,,BLK,EE86446,IL,10300 S. Doty,(773) 568-8495,2968033
04/14/2024,HYUN,4D,,GRY,CJ58644,IL,10300 S. Doty,(773) 568-8495,2968036
03/24/2024,TOYT,4D,,GRY,Z587397,IL,701 N. Sacramento,(773) 265-7605,0708694
03/24/2024,JAGU,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7086961
05/22/2024,BMW,2D,,BLK,WH1071D,WI,10300 S. Doty,(773) 568-8495,2969518
04/17/2024,SATR,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2968147
04/26/2024,FORD,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2968540
05/19/2024,JEEP,LL,,BLK,DY75134,IL,10300 S. Doty,(773) 568-8495,2969413
03/10/2024,JAGU,4D,,BLK,BV85608,IL,10300 S. Doty,(773) 568-8495,2966097
03/29/2024,JEEP,LL,,MAR,BZ98528,IL,701 N. Sacramento,(773) 265-7605,7087401
04/19/2024,FORD,PK,TK,BLK,3684565B,IL,701 N. Sacramento,(773) 265-7605,7088881
05/22/2024,GMC,LL,,BLK,CR79742,IL,701 N. Sacramento,(773) 265-7605,7091288
03/10/2024,HYUN,4D,,WHI,AS15323,IL,701 N. Sacramento,(773) 265-7605,7085218
03/07/2024,TOYT,4D,,GRY,EG74235,IL,701 N. Sacramento,(773) 265-7605,7084858
04/20/2024,HYUN,LL,,SIL,6672F11,TX,400 E. Lower Wacker,(312) 744-7550,0301355
03/10/2024,HOND,LL,,GRY,L636788,IL,400 E. Lower Wacker,(312) 744-7550,0298742
03/26/2024,NISS,4D,,BLK,00788A69,IL,701 N. Sacramento,(773) 265-7605,7087098
04/14/2024,HOND,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2968043
04/17/2024,CHRY,LL,TK,RED,920AB983,IL,701 N. Sacramento,(773) 265-7605,7088760
03/23/2024,BUIC,LL,,TAN,DH85370,IL,10300 S. Doty,(773) 568-8495,2966962
04/03/2024,VOLK,4D,,BLK,KRK43C,NJ,10300 S. Doty,(773) 785-9752,1726141
05/01/2024,CADI,4D,,BGE,S876910,IL,10300 S. Doty,(773) 568-8495,2968649
03/02/2024,KIA,4D,,GRY,BF21178,IL,400 E. Lower Wacker,(312) 744-7550,0298214
03/18/2024,VOLK,LL,,SIL,EH53053,IL,701 N. Sacramento,(773) 265-7605,7086253
04/17/2024,BMW,4D,,WHI,D000389,AR,701 N. Sacramento,(773) 265-7605,7088761
03/02/2024,SCIO,4T,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7084293
04/22/2024,NISS,4D,ALT,MAR,,IL,10300 S. Doty,(773) 568-8495,2968406
03/15/2024,PONT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7085790
05/22/2024,CHEV,4T,,GRY,11AC4NC,AL,701 N. Sacramento,(773) 265-7605,7091287
05/22/2024,NISS,4T,,SIL,CT99392,IL,701 N. Sacramento,(773) 265-7605,7091303
05/22/2024,VOLK,4T,,DBL,CE14664,IL,701 N. Sacramento,(773) 265-7605,7091305
05/07/2024,HYUN,LL,,BLK,DV41882,IL,701 N. Sacramento,(773) 265-1846,1547387
05/22/2024,CHEV,PK,,WHI,3628080B,IL,701 N. Sacramento,(773) 265-7605,7091306
05/22/2024,BMW,4T,,CRM,DM18223,IL,701 N. Sacramento,(773) 265-7605,7091295
03/29/2024,GMC,LL,,BLK,DC48385,IL,701 N. Sacramento,(773) 265-7605,7087404
05/07/2024,FORD,2D,,SIL,DK45526,IL,701 N. Sacramento,(773) 265-1846,1547386
05/22/2024,CHEV,4T,,ONG,DM53676,IL,701 N. Sacramento,(773) 265-7605,7091307
04/03/2024,DODG,4D,,RED,DQ69284,IL,10300 S. Doty,(773) 568-8495,2967616
04/13/2024,KIA,4D,,SIL,EL37298,IL,10300 S. Doty,(773) 568-8495,2967982
04/22/2024,DODG,4D,,BLK,BH63312,IL,701 N. Sacramento,(773) 265-7605,7089189
05/04/2024,SUZI,4D,,SIL,EK93419,IL,10300 S. Doty,(773) 568-8495,2968844
05/04/2024,VOLK,HB,,GRY,DP34700,IL,701 N. Sacramento,(773) 265-7605,7090032
04/26/2024,TOYT,4D,,GRN,EQ23567,IL,701 N. Sacramento,(773) 265-7605,7089459
05/07/2024,VOLK,4D,,WHI,IXEG36,FL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416448
05/19/2024,GMC,LL,,BLK,CS72489,IL,10300 S. Doty,(773) 568-8495,2969415
04/14/2024,TOYT,4D,,GLD,EK92875,IL,10300 S. Doty,(773) 568-8495,2968042
05/22/2024,HYUN,4D,,RED,AZ88004,IL,10300 S. Doty,(773) 568-8495,2969521
05/07/2024,KIA,LL,,BLK,TEM910,IN,701 N. Sacramento,(773) 265-7605,7090297
03/27/2024,BUIC,4D,,MAR,CV77451,IL,701 N. Sacramento,(773) 265-7605,7087200
05/22/2024,GMC,LL,,SIL,ED94779,IL,701 N. Sacramento,(773) 265-7605,7091308
03/27/2024,MERC,LL,,WHI,AN17756,IL,701 N. Sacramento,(773) 265-7605,7087201
04/14/2024,DODG,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2968045
03/27/2024,CHEV,2D,,BLU,478309,IL,701 N. Sacramento,(773) 265-1846,1547174
04/24/2024,TOYT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2968474
05/22/2024,NISS,4D,,GRY,FP232289,IL,10300 S. Doty,(773) 568-8495,2969519
05/09/2024,FORD,4D,,BLK,CV71123,IL,701 N. Sacramento,(773) 265-7605,7090399
05/08/2024,TOYT,4D,,SIL,7426179,IL,701 N. Sacramento,(773) 265-7605,7090400
05/09/2024,NISS,4D,,BLK,DT53669,IL,701 N. Sacramento,(773) 265-7605,7090403
05/04/2024,VOLK,4D,,WHI,942SMY,IN,701 N. Sacramento,(773) 265-7605,7090033
05/01/2024,HYUN,4D,,RED,AU10YQ,FL,10300 S. Doty,(773) 568-8495,2968651
05/09/2024,NISS,4D,,MAR,DH75681,IL,701 N. Sacramento,(773) 265-7605,7090401
03/23/2024,PONT,4D,,SIL,EQ19331,IL,701 N. Sacramento,(773) 265-7605,7086626
03/02/2024,NISS,4D,,GRY,CKY3957,GA,400 E. Lower Wacker,(312) 744-7550,0298216
04/24/2024,CHRY,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7089311
03/27/2024,CHEV,LL,,TAN,CG41692,IL,701 N. Sacramento,(773) 265-7605,7087205
03/17/2024,LAND,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7085998
03/18/2024,FORD,4T,,SIL,DQ74039,IL,10300 S. Doty,(773) 568-8495,2966634
05/19/2024,LEXS,4D,,WHI,APATO,IL,400 E. Lower Wacker,(312) 744-7550,0303242
04/28/2024,NISS,SW,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7089704
05/19/2024,FORD,4D,,SIL,AK62857,IL,10300 S. Doty,(773) 568-8495,2969418
02/29/2024,CHEV,4D,,GRY,CA76483,IL,701 N. Sacramento,(773) 265-1846,1547037
03/27/2024,HOND,4D,,GRN,DG52479,IL,701 N. Sacramento,(773) 265-7605,7087203
04/06/2024,CHEV,2D,MOC,RED,,IL,10300 S. Doty,(773) 568-8495,2967786
03/29/2024,CHEV,LL,,GRY,DQ84524,IL,10300 S. Doty,(773) 568-8495,2967368
05/01/2024,BMW,4D,,BLK,DS60389,IL,10300 S. Doty,(773) 568-8495,2968654
05/09/2024,CHEV,4D,,MAR,DS91168,IL,701 N. Sacramento,(773) 265-7605,7090404
04/10/2024,GMC,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2967903
05/08/2024,BMW,4D,,BLK,AX49324,IL,10300 S. Doty,(773) 568-8495,2969002
05/09/2024,TOYT,4D,,GRY,CS96986,IL,701 N. Sacramento,(773) 265-7605,7090402
05/08/2024,TOYT,4D,CAM,GRY,,,10300 S. Doty,(773) 568-8495,2969003
03/08/2024,INFI,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7085024
05/12/2024,FORD,PK,,SIL,3615581,IL,10300 S. Doty,(773) 568-8495,2969098
05/12/2024,CHEV,4T,,RED,10430BH,IL,701 N. Sacramento,(773) 265-7605,7090671
04/24/2024,BUIC,4D,LES,RED,,IL,10300 S. Doty,(773) 568-8495,2968475
02/24/2024,CADI,4D,,BRZ,,IL,10300 S. Doty,(773) 568-8495,2965245
03/13/2024,TOYT,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2966322
03/24/2024,KIA,4D,,GRY,EQ77060,IL,400 E. Lower Wacker,(312) 744-7550,0299625
02/27/2024,CHRY,VN,,RED,008040A5,IL,10300 S. Doty,(773) 568-8495,2965404
05/01/2024,CHRY,VN,,LBL,GSK3330,OH,10300 S. Doty,(773) 568-8495,2968661
05/01/2024,KIA,LL,TK,SIL,,,701 N. Sacramento,(773) 265-7605,7089792
05/01/2024,CHEV,LL,,WHI,,,701 N. Sacramento,(773) 265-7605,7089790
03/30/2024,MERC,4D,,TAN,DX93781,IL,701 N. Sacramento,(773) 265-7605,7087575
04/26/2024,TOYT,4T,,BLK,CB73787,IL,701 N. Sacramento,(773) 265-7605,7089462
04/26/2024,TESI,4T,,WHI,40259EL,IL,701 N. Sacramento,(773) 265-7605,7089461
04/26/2024,TOYT,4D,,DBL,EH30951,IL,701 N. Sacramento,(773) 265-7605,7089464
04/03/2024,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1547216
03/13/2024,MAZD,LL,TK,GRY,,IL,701 N. Sacramento,(773) 265-7605,7085589
02/27/2024,HYUN,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7083969
04/26/2024,HOND,4T,,WHI,EK14752,IL,701 N. Sacramento,(773) 265-7605,7089463
04/10/2024,LEXS,4D,,TAN,B7166,IA,10300 S. Doty,(773) 568-8495,2967907
05/01/2024,CHEV,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2968657
05/19/2024,BUIC,LL,,BLK,EQ97678,IL,701 N. Sacramento,(773) 265-7605,7091176
05/19/2024,TOYT,2D,,GRN,EE43910,IL,701 N. Sacramento,(773) 265-7605,7091178
04/20/2024,DODG,PK,,BLK,3290275B,IL,10300 S. Doty,(773) 568-8495,2968294
05/19/2024,LINC,4D,,DBL,DK87094,IL,701 N. Sacramento,(773) 265-7605,7091177
05/09/2024,CADI,4D,,CRM,CG90992,IL,701 N. Sacramento,(773) 265-7605,7090406
05/04/2024,HOND,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7090034
05/19/2024,CHEV,4D,,GRY,705AB288,IL,701 N. Sacramento,(773) 265-7605,7091179
03/30/2024,FORD,4D,,GRY,DU18551,IL,10300 S. Doty,(773) 568-8495,2967395
02/27/2024,KIA,4D,,BLU,IT9858D,IL,701 N. Sacramento,(773) 265-7605,7083971
03/24/2024,JEEP,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,296
03/07/2024,CHEV,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7084865
04/20/2024,NISS,4D,,SIL,EK42712,IL,10300 S. Doty,(773) 568-8495,2968296
05/09/2024,HOND,VN,,BLU,EE42064,IL,10300 S. Doty,(773) 568-8495,2969005
05/04/2024,FORD,4D,,TAN,TUT356,IN,10300 S. Doty,(773) 568-8495,2968845
03/07/2024,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2965930
04/01/2024,CADI,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2967502
05/09/2024,TOYT,VN,,SIL,DZ60203,IL,701 N. Sacramento,(773) 265-7605,7090405
03/12/2024,MITS,LL,TK,BLK,EP63276,IL,10300 S. Doty,(773) 568-8495,2966234
04/28/2024,INFI,4D,,BLK,CW37996,IL,10300 S. Doty,(773) 568-8495,2968573
05/14/2024,FORD,4D,,BLK,DR61702,IL,10300 S. Doty,(773) 568-8495,2969207
04/01/2024,CHEV,PK,,BLK,3738396B,IL,10300 S. Doty,(773) 568-8495,2967508
04/06/2024,INFI,LL,,SIL,809AB298,IL,10300 S. Doty,(773) 568-8495,2967789
03/27/2024,CHEV,LL,,DBL,,IL,701 N. Sacramento,(773) 265-7605,7087208
04/13/2024,BUIC,LL,,WHI,WH1474D,WI,10300 S. Doty,(773) 568-8495,2967989
05/19/2024,TOYT,4D,AVA,TAN,VGA02M,AZ,701 N. Sacramento,(773) 265-7605,7091182
04/20/2024,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2968293
03/27/2024,FORD,PK,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7087210
04/10/2024,FORD,LL,,GRY,,WI,701 N. Sacramento,(773) 265-7605,7088368
03/03/2024,FORD,4D,,GRY,DM36897,IL,400 E. Lower Wacker,(312) 744-7550,0298294
04/06/2024,CHEV,PK,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7088097
04/20/2024,TOYT,4D,,GRY,,VA,701 N. Sacramento,(773) 265-7605,7088968
04/06/2024,INFI,2D,,BLK,R664729,IN,701 N. Sacramento,(773) 265-7605,7088096
04/06/2024,FORD,4D,,BLK,CR46724,IL,10300 S. Doty,(773) 568-8495,2967790
04/06/2024,JEEP,LL,,WHI,EP32357,IL,10300 S. Doty,(773) 568-8495,2967791
04/06/2024,FORD,4D,,SIL,EE47185,IL,701 N. Sacramento,(773) 265-7605,7088098
05/19/2024,TOYT,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2969426
04/20/2024,CHEV,LL,,WHI,6911P87,IL,701 N. Sacramento,(773) 265-7605,7088969
05/19/2024,KIA,LL,,BLK,FP253618,IL,10300 S. Doty,(773) 568-8495,2969427
04/14/2024,CHEV,4D,,MAR,,,400 E. Lower Wacker,(312) 744-7550,0300964
03/27/2024,HYUN,4D,,WHI,271302,IL,701 N. Sacramento,(773) 265-7605,7087212
03/27/2024,HOND,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2967271
03/27/2024,CAMA,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2967269
03/27/2024,MITS,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2967270
02/25/2024,HOND,4D,,SIL,BV70866,IL,701 N. Sacramento,(773) 265-7605,7083656
04/28/2024,NISS,4D,,GRY,BU195,IN,10300 S. Doty,(773) 568-8495,2968574
04/06/2024,HOND,4D,,GLD,802AB809,IL,10300 S. Doty,(773) 568-8495,2967792
04/10/2024,HYUN,4T,,BLK,DV22302,IL,10300 S. Doty,(773) 568-8495,2967911
03/13/2024,CHEV,4D,,GRY,BC71700,IL,701 N. Sacramento,(773) 265-7605,7085593
05/12/2024,HYUN,4D,,SIL,EA37134,IL,701 N. Sacramento,(773) 265-7605,7090690
04/28/2024,TOYT,4D,,RED,6970962,IL,10300 S. Doty,(773) 568-8495,2968576
02/25/2024,HOND,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7083643
03/02/2024,NISS,VN,,BLU,EL17928,IL,400 E. Lower Wacker,(312) 744-7550,0298217
03/13/2024,HOND,4D,,DBL,8M1196X,TX,10300 S. Doty,(773) 568-8495,2966324
05/15/2024,HOND,4T,,WHI,DL81599,IL,10300 S. Doty,(773) 568-8495,2969211
04/20/2024,GMC,PK,,WHI,3642418B,IL,10300 S. Doty,(773) 568-8495,2968298
05/15/2024,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2969215
03/02/2024,CHEV,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2965568
03/29/2024,MINI,2D,,YEL,,IL,701 N. Sacramento,(773) 265-1846,1547192
04/24/2024,BUIC,4D,,MAR,624AB367,IL,701 N. Sacramento,(773) 265-7605,7089318
03/02/2024,LEXS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2965567
05/12/2024,HOND,4D,,GRY,EH72354,IL,701 N. Sacramento,(773) 265-7605,7090691
04/14/2024,TOYT,4D,,GLD,Q372068,IL,701 N. Sacramento,(773) 265-7605,7088665
05/12/2024,MAZD,4D,,SIL,DF58598,IL,10300 S. Doty,(773) 568-8495,2969100
03/13/2024,CHRY,4D,,BLK,464AB962,IL,10300 S. Doty,(773) 568-8495,2966326
04/20/2024,CADI,4D,,SIL,DX71380,IL,10300 S. Doty,(773) 568-8495,2968305
05/15/2024,JEEP,LL,,BLU,ER19213,IL,10300 S. Doty,(773) 568-8495,2969217
04/13/2024,NISS,4D,,WHI,EK79476,IL,701 N. Sacramento,(773) 265-7605,7088521
05/15/2024,DODG,LL,,SIL,EA35618,IL,10300 S. Doty,(773) 568-8495,2969218
05/12/2024,HYUN,4D,,RED,YQX105,LA,701 N. Sacramento,(773) 265-7605,7090693
03/29/2024,HOND,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2967371
04/20/2024,GMC,LL,,WHI,DB70070,IL,10300 S. Doty,(773) 568-8495,2968304
05/15/2024,HOND,2D,,BLK,EA68401,IL,701 N. Sacramento,(773) 265-7605,7090800
05/12/2024,GMC,LL,,RED,DT57233,IL,10300 S. Doty,(773) 568-8495,2969101
05/01/2024,HOND,MC,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1547350
05/12/2024,DODG,VN,,SIL,EG68770,IL,10300 S. Doty,(773) 568-8495,2969104
05/15/2024,HOND,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2969222
05/15/2024,TOYT,4T,,SIL,DV45212,IL,701 N. Sacramento,(773) 265-7605,7090799
05/04/2024,NISS,4D,,SIL,009034A7,IL,701 N. Sacramento,(773) 265-7605,7090038
02/29/2024,CHEV,LL,,TAN,EH31266,IL,10300 S. Doty,(773) 568-8495,2655479
05/04/2024,MAZD,LL,TK,SIL,CR68242,IL,701 N. Sacramento,(773) 265-7605,7090036
04/23/2024,CHEV,4D,,GLD,CG55076,IL,400 E. Lower Wacker,(312) 744-7550,0301547
04/22/2024,TOYT,LL,,BLU,EL38347,IL,701 N. Sacramento,(773) 265-7605,7089190
04/11/2024,HOND,4T,,LBL,AX86803,IL,701 N. Sacramento,(773) 265-7605,7088375
05/04/2024,NISS,4D,,SIL,R777756,IN,701 N. Sacramento,(773) 265-7605,7090037
03/24/2024,JEEP,LL,,BLK,ZYP672,IN,701 N. Sacramento,(773) 265-7605,7086964
04/21/2024,FORD,4D,,BLK,515DWK,IL,701 N. Sacramento,(773) 265-1846,1547349
05/01/2024,CHEV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7089802
04/20/2024,FORD,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7088971
04/20/2024,HOND,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7088972
04/14/2024,NISS,4D,,BLK,CJ15165,IL,701 N. Sacramento,(773) 265-7605,7088666
04/13/2024,VOLK,LL,,GRY,TCB7047,TX,701 N. Sacramento,(773) 265-7605,7088528
03/10/2024,FORD,4D,,RED,DW28378,IL,701 N. Sacramento,(773) 265-7605,7085285
04/13/2024,VOLK,2D,,BLK,BR70349,IL,701 N. Sacramento,(773) 265-7605,7088525
